Longfellow, H.W.|Poetical Works
Longus|Daphnis And Chloe
Lorca, Federico Garcia|Poem Of The Deep Song (English and Spanish)
Lorca, Federico Garcia|Tutte Le Poesie Volume Primo (Spanish)
Lorca, Federico Garcia|Tutte Le Poesie Volume Secondo (Spanish)
Lowell, Robert|Notebook 1967-69
Lowell, Robert|Poems: A Selection
Lowell, Robert|Selected Poems
Lu Wenfu|A World Of Dreams
MacLeish, Archibald|J.B.: A Play In Verse
Mahfouz, Naguib|Adrift On The Nile
Mahfouz, Naguib|Arabian Nights And Days
Mahfouz, Naguib|Palace Desire
Mahfouz, Naguib|Palace Walk
Mahfouz, Naguib|Sugar Street
Mahfouz, Naguib|The Time And The Place and Other Stories
Mahjoub, Jamal|Travelling With Djinns
Mailer, Norman|Ancient Evenings
Malouf, David|Child's Play
Malouf, David|The Conversation At Curlow Creek
Malouf, David|Every Move You Make
Malouf, David|Gesture Of A Hand
Malouf, David|The Great World
Malouf, David|An Imaginary Life
Malouf, David|Johnno
Malouf, David|Ransom
Malouf, David|Remembering Babylon
Mahler-Werfel, Alma|Diaries 1898-1902
Makine, Andrei|A Hero's Daughter
Malraux, Andre|Man's Estate
Manguel, Alberto|Reading Pictures
Mann, Thomas|Buddenbrooks
Mann, Thomas|The Confession Of Felix Krull: Part I
Mann, Thomas|Death In Venice and Other Stories (Little Herr Friedmann/The Joker/The Road To The Churchyard/Gladius Dei/Tristan/Tonio Kroger)
Mann, Thomas|Herr Und Hund
Mann, Thomas|Letters To Paul Amann
Mann, Thomas|Lotte In Weimar
Mann, Thomas|Royal Highness
Mann, Thomas|The Selected Letters Of Thomas Mann
Mann, Thomas|Young Joseph: Vol.II
Mann, Katia|Meine Ungeschiebenen Memoiren (German)
Mantel, Hilary|Wolf Hall
Mao Tun|Spring Silkworms
Marias, Javier|A Heart So White
Marlowe, Christopher|The Complete Plays
Marquez, Gabriel Garcia|The Autumn Of The Patriarch
Marquez, Gabriel Garcia|Chronicle Of A Death Foretold
Marquez, Gabriel Garcia|Living To Tell The Tale
Marquez, Gabriel Garcia|Love In The Time Of Cholera
Marquez, Gabriel Garcia|No One Writes To The Colonel
Marquez, Gabriel Garcia|One Hundred Years Of Solitude
Marquez, Gabriel Garcia|Strange Pilgrims
Martel, Yann|The Facts Behind The Helsinki Roccamatios
Martel, Yann|The Life Of Pi
Marx, Karl|Marx And Engels: Basic Writings On Politics and Philosophy
Maugham, W.Somerset|Ashenden
Maugham, W.Somerset|Cakes And Ale
Maugham, W.Somerset|Catalina/Then And Now
Maugham, W.Somerset|Christmas Holiday
Maugham, W.Somerset|Creatures Of Circumstance
Maugham, W.Somerset|Liza Of Lambeth/On A Chinese Screen
Maugham, W.Somerset|The Moon And Sixpence
Maugham, W.Somerset|Mrs Craddock
Maugham, W.Somerset|Of Human Bondage
Maugham, W.Somerset|The Painted Veil
Maugham, W.Somerset|The Razor's Edge
Maugham, W.Somerset|Theatre
Maugham, W.Somerset|The Trembling Of A Leaf
Maupassant, Guy de|Boule De Suif (Deux Amis/Un Duel/La Mere Sauvage/Un Coup D'Etat/L'Aventure De Walter Schnaffs)(French)
Maupassant, Guy de|Short Stories I (Pierre Et Jean/Ball Of Fat/Yvette/Madame Tellier's Excursion/The Olive Grove)
Maupassant, Guy de|Short Stories II (Un Vie/Mademoiselle Fifi/Moonlight/Miss Harriet/Toine/The String/A Mesalliance/The Umbrella)
Maupassant, Guy de|Short Stories III (Bel Ami/The Horla/An Enthusiast/Francesca and Carlotta Rondoli/Bed No. 29/Paul's Mistress/The Old Maid)
Maupassant, Guy de|Short Stories IV (Fort Comme La Mort/Useless Beauty/The Pig Of A Morin/A Normandy Joke/The Story Of A Farm Girl/The Victim)
Maurier, Daphne du|I'll Never Be Young Again
Maurier, Daphne du|The Loving Spirit
Maurier, Daphne du|The Parasites
Maurier, Daphne du|Rebecca
Maurier, Daphne du|The Scapegoat
McAlpine, Alistair|The Servant
McCarthy, Cormac|All The Pretty Horses
McCarthy, Cormac|Cities Of The Plains
McCarthy, Cormac|The Crossing
McCourt, Frank|Angela's Ashes
McCourt, Frank|'Tis
McEwan, Ian|Amsterdam
McEwan, Ian|Atonement
McEwan, Ian|Black Dogs
McEwan, Ian|The Cement Garden
McEwan, Ian|The Comfort Of Strangers
McEwan, Ian|Enduring Loves
McEwan, Ian|First Love, Last Rites
McEwan, Ian|On Chesil Beach
McEwan, Ian|Saturday
McEwan, Ian|Solar
McEwen, Ian|Sweet Tooth
Mead, Margaret|Growing Up On New Guinea
Meade, Micheal|Men And The Water Of Life
Melville, Herman|Moby Dick
Memon, Muhammad Umar|An Epic Unwritten
Meredith, George|The Egoist
Mill, John Stuart|On Liberty
Miller, Arthur|All My Sons
Miller, Arthur|The Crucible
Miller, Arthur|Death Of A Salesman
Miller, Arthur|Plain Girl
Miller, Henry|Tropic Of Capricorn
Millhauser, Steven|Martin Dressler
Milosz, Czeslaw|A Year Of The Hunter
Milton|English Minor Poems/Paradise Lost/Samson Agonistes/Areopagitica
Mishima, Yukio|Confessions Of A Mask
Mishima, Yukio|The Decay Of The Angel
Mishima, Yukio |Forbidden Colours
Mishima, Yukio|On Hagakure
Mishima, Yukio|The Sailor Who Fell From Grace With The Sea
Mishima, Yukio|The Temple Of Dawn
Mishima, Yukio|The Temple Of The Golden Pavilion
Mishima, Yukio|Thirst For Love
Mistry, Rohinton|A Fine Balance
Moliere|The Miser/The Would-Be Gentleman/That Scoundrel Scapin/Love's The Best Doctor/Don Juan
Moliere|Tartuffe (trans. Richard Wilbur)
Montaigne|The Essays: A Selection
Montaigne|Selected Essays
Moore, Geoffrey|The Penguin Book Of American Verse
Morazzoni, Marta|Girl In A Turban
More, Thomas|Utopia
Moss, Howard|The Magic Lantern Of Marcel Proust
Muller, Herta|The Land Of Green Plums
Munro, Alice|The Progress Of Love
Musil, Robert| The Confusions Of Toung Torless
Murakami, Haruki|The Elephant Vanishes
Murakami, Haruki|Norwegian Wood
Murakami, Haruki|A Wild Sheep Chase
Murakami, Haruki|The Wind-Up Bird Chronicle
Murray, Les A.|The Vernacular Republic: Poems 1961-1981
Nabokov, Vladimir|Invitation To A Beheading
Nabokov, Vladimir|King, Queen, Knave
Nabokov, Vladimir|Lolita
Nabokov, Vladimir|Pale Fire
Nabokov, Vladimir|Selected Letters 1940-1977
Naipaul, V.S.|A Bend In The River
Naipaul, V.S.|The Enigma Of Arrival
Naipaul, V.S.|Half A Life
Naipaul, V.S.|Magic Seeds
Naipaul, V.S.|The Mimic Men
Nasar, Sylvia|A Beautiful Mind
Nemirovsky, Irene|Fire In The Blood
Nemirovsky, Irene|Jezabel
Nemirovsky, Irene|Suite Fancaise
Neruda, Pablo|Selected Poems: A Bilingual Edition
Nichols, Grace|The Fat Black Woman's Poems
Nichols, Peter|A Day In The Death Of Joe Egg
Nietzsche, Friedrich|My Sister And I
Nietzsche, Friedrich|A Nietzsche Reader
Nietzsche, Friedrich|Thus Spoke Zarathustra
Nietzsche, Friedrich|Twilight Of The Idols/The Anti-Christ
Nouwen, Henri J.M.|The Genesee Diary: Report From A Trappitst Monastery
O'Hagan, Andrew|Be Near Me
O'Hagan, Andrew|The Life And Opinions Of Maf The Dog, And Of His Friend Marilyn Monroe
O'Hara, Frank|The Collected Poems of
Ogawa, Yoko|The Housekeeper And The Professor
Okri, Ben|Dangerous Love
Okri, Ben|The Famished Road
Okri, Ben|Incidents At The Shrine
Oliphant, Andries Walter|A Writing Life: Celebrating Nadine Gordimer
Olivier, Laurence|On Acting
Ondaatje, Michael|The English Patient
Ondaatje, Michael|In The Skin Of A Lion
Ondaatje, Michael|Running In The Family
Ondaatje, Michael|Vintage Ondaatje
O'Neill, Eugene|Ah, Wilderness!/The Hairy Ape/All God's Chillun Got Wings
O'Neill, Eugene|Anna Christie/The Emperor Jones/Desire Under The Elms
O'Neill, Eugene|The Iceman Cometh
O'Neill, Eugene|Long Day's Journey Into Night
O'Niell, Eugene|A Moon For The Misbeggotten
O'Neill, Eugene|Mourning Becomes Electra
Orwell, George|Nineteen Eighty-Four
Oswald, Ian|Sleep
Orczy|The Scarlet Pimpernel Omnibus
Pamuk, Orhan|Istanbul
Parker, E.W.|The Poet's Way
Pasternak, Boris|Doctor Zhivago
Pasternak, Boris|The Last Summer
Pasternak, Boris|Sister My Life
Paterson, A.B.|Collected Verse
Paterson, Don|Nil Nil
Perez-Reverte, Arturo|The Flanders Panel
Perlman, Elliot|Three Dollars
Petrarch|Selections From The Canzoniere and Other Works
Phillips, Jayne Anne|Machine Dreams
Phillips, Lois|Lieder Line By Line
Pierre, D.B.C.|Ludmila's Broken English
Pierre, D.B.C.|Vernon God Little
Pinero, Arthur Wing|Three Plays (The Magistrate/The Second Mrs. Tanqueray/Trelawny Of The 'Wells')
Pinter, Harold|Betrayal
Pinter, Harold|The Birthday Party
Pinter, Harold|The Caretaker
Pinter Harold|The Homecoming
Pinter, Harold|Landscape And Silence
Pirandello, Luigi|Right You Are! (If You Think So)/All For The Best/Henry IV
Pirandello, Luigi|Three Plays (Sei Personaggi In Cerca D'Autore/Enrico IV/La Giara) (Italian)
Pirsig, Robert M.|Lila
Pirsig, Robert M.|Zen And The Art Of Motorcycle Maintenance
Plath, Sylvia|Letters Home
Plato|Five Dialogues (Ion/Symposium/The Meno/Phaedo/Phaedrus)
Plato|The Republic
Plato|Timaeus And Critias
Plato|The Trial And Death Of Socrates (The Euthyphron/Apology/Crito/Phaedo)
Plenzdorf, Ulrich|Die Neuen Leiden Des Jungen W. (German)
Pliny, The Younger|The Letters
Plutarch|Fall Of The Roman Republic
Plutarch|The Rise And Fall Of Athens,
Poe, Edgar Allan|The Works of (poetry)
Pope, Alexander|Selected Poems
Pound, Ezra|Persona
Pound, Ezra|Selected Cantos
Powys, John Cowper|A Glastonbury Romance
Prassinos, Gisele|The Traveller
Pritchett, V.S.|The Oxford Book Of Short Stories
Prokosch, Frederic|America, My Wilderness
Prokosch, Frederic|The Asiatics
Proulx, E. Annie|Accordion Crimes
Proust, Marcel|By Way Of Sainte-Beuve
Proust, Marcel|City of the Plains: Part II
Proust, Marcel|Du Cote De Chez Swann (French)
Proust, Marcel|Selected Letters 1880-1903
Proust, Marcel|Tage Der Freuden (German)
Pushkin, Alexander|The Captain's Daughter and Other Stories
Pynchon, Thomas|The Crying Of Lot 49
Racine, Jean|Andromache
Racine, Jean|Iphigenia/Phaedra/Athaliah
Racine, Jean|Phedre
Racine, Jean|Theatre Complet de (French)
Radhakrishnan|An Idealist View Of Life
Raglan|Jocasta's Crime
Ramacharaka|Science Of Breath
Rand, Ayn|Atlas Shrugged
Rand, Ayn|The Fountainhead
Rand, Ayn|Journals Of
Rand, Ayn|We The Living
Rattigan, Terence|The Winslow Boy
Reeves, James|Georgian Poetry
Reich, Wilhelm|The Murder Of Christ
Remarque, Erich Maria|All Quiet On The Western Front
Reshetovskaya, Natalya|Sanya
Rhys, Jean|Carole Angier
Rhys, Jean|Smile Please
Ricks, Christopher|T.S. Eliot And Prejudice
Ritchie,J.M.|Seven Expressionist Plays
Roberts, Morley|The Grinder's Wheel
Rolland, Romain|Meister Breugnon (German)
Roth, Henry|Mercy Of A Rude Stream Volume I: A Star Shines Over Mt. Morris Park
Roth, Henry|Mercy Of A Rude Stream Volume III: From Bondage
Roth, Philip|The Anatomy Lesson
Roth, Philip|Deception
Roth, Philip|Everyman
Roth, Philip|The Facts
Roth, Philip| Goodbye, Columbus
Roth, Philip|The Humbling
Roth, Philip|Letting Go
Roth, Philip|The Plot Against America
Roth, Philip|Portnoy's Complaint
Roy, Arundhati|The God Of Small Things
Rouand, Jean|Fields Of Glory
Rousseau, Jean-Jacques|Reveries Of A Solitary Walker
Rousseau, Mary F.|The Apple Or Aristotle's Death
Rubens, Bernice|Autobiopsy
Rumi|The Book Of Love
Rushdie, Salman|Fury
Rushdie, Salman|Grimus
Rushdie, Salman|The Ground Beneath Her Feet
Rushdie, Salman|Haroun And The Sea  Of Stories
Rushdie, Salman|Midnight's Children
Rushdie, Salman|The Moor's Last Sigh
Rushdie, Salman|The Satanic Verses
Rushdie, Salman|Shame
Russell, Bertrand|Common Sense And Nuclear Warfare
Russell, Bertrand|The Conquest Of Happiness
Russell, Bertrand|Why I Am Not A Christian
Ryokan|Dew Drops On A Lotus Leaf
Sagan, Francoise|Aimez-vous Brahms...
Sagan, Francoise|La Chamade
Saki|The Best Of Saki
Salinger, J.D.|The Catcher In The Rye
Salinger, J.D.|Franny And Zoey
Salinger, J.D.|Raise High The Roof Beam, Carpenter and Seymour: An Introduction
Sand, George|Consuelo
Sartre, Jean-Paul|The Age Of Reason
Satrre, Jean-Paul|The Flies/In Camera
Sartre, Jean-Paul|Nausea
Sartre, Jean-Paul|The Reprieve
Sartre, Jean-Paul|Words
Saint-Exupery, Antoine de|The Little Prince
Schiller|Schillers Werke (German)
Schiller|Wallenstein
Schulberg, Budd|The Disenchanted
Schulze, Ingo|33 Moments Of Happiness
Shaw, Wallace|The Fever
Seiffert, Rachel|The Dark Room
Sembene, Ousmane|God's Bits Of Wood
Seth, Vikram|The Golden Gate
Seton, Anya|Katherine
Seymour, Miranda|The Summer Of '39
Shakespeare|Four Tragedies (King Lear/Hamlet/Othello/Macbeth)
Shakespeare|All's Well That Ends Well
Shakespeare|Antony And Cleopatra
Shakespeare|As You Like It
Shakespeare|The Comedy Of Errors
Shakespeare|Cymbeline
Shakespeare|Hamlet
Shakespeare|Henry IV Part I
Shakespeare|Henry IV Part II
Shakespeare|Henry V
Shakespeare|Henry VIII
Shakespeare|Julius Caesar
Shakespeare|King Lear
Shakespeare|Love's Labour's Lost
Shakespeare|The Merry Wives Of Windsor
Shakespeare|A Midsummer's Night Dream
Shakespeare|Much Ado About Nothing
Shakespeare|Pericles
Shakespeare|Richard II
Shakespeare|Richard III
Shakespeare|Romeo And Juliet
Shakespeare|Sonnets
Shakespeare|The Tempest
Shakespeare|Troylus and Cressida
Shakespeare|Twelfth Night
Shamsie, Kamila|Broken Verses
Shamsie, Kamila|Burnt Shadows
Shaw, Bernard|Cashel Byron's Profession
Shaw, Bernard|Heartbreak House
Shaw, Bernard|Man And Superman
Shaw, Bernard|Plays Pleasant (Arms And The Man/Candida/The Man Of Destiny/You Never Can Tell)
Shaw, Bernard|Pygmalion
Shaw, Bernard|Saint Joan
Shaw, Bernard|Sixteen Self Sketches
Sherdian, R.B.|Plays
Shepard, Sam|Cruising Paradise: Tales
Shepherd, Catherine|Daybreak
Shields, Carol|The Box Garden
Shields, Carol|Collected Stories
Shields, Carol|Larry's Party
Shields, Carol|Mary Swann
Shields, Carol|The Republic Of Love
Shields, Carol|Small Ceremonies
Shields, Carol|The Stone Diaries
Shields, Carol|Unless
Shimazaki, Toson|The Broken Commandment
Sholokhov, Mikhail|The Don Flows Home To The Sea
Shriver, Lionel|Double Fault
Shriver, Lionel|The Post-Birthday World
Shriver, Lionel|We Need To Talk About Kevin
Simenon, Georges|The Iron Staircase
Simenon, Georges|Maigret's Special Murder/The Train
Simenon, Georges|Maigret And The Madwoman
Simenon, George|Sunday
Singer, Isaac Bashevis|The Collected Stories Of Isaac Bashevis Singer
Singer, Isaac Bashevis|Enemies
Singer, Isaac Bachevis|The Family Moskat
Singer, Isaac Bachevis|The Magician Of Lublin
Singer, Isaac Bachevis|The Manor
Sitwell, Edith|British And American Poetry Volume I and II
Skelton, John|The Complete English Poems
Smith, Ali|The Accidental
Smith, Ali|Hotel Ward
Smith, Zadie|The Autograph Man
Smith, Zadie|On Beauty
Smith, Zadie|White Teeth
Smollett, Tobias|Roderick Random
Solomon, Andrew|A Stone Boat
Solzhenitsyn, Alexander|The Caner Ward
Solzhenitsyn, Alexander|For The Good Of The Cause
Solzhenitsyn, Alexander|The Gulag Archipelago
Solzhenitsyn, Alexander|One Day In The Life Of Ivan Denisovich
Solzhenitsyn, Alexander|Rebuilding Russia
Sophocles|Electra/Philoctetes/Women Of Trachis/Ajax
Sophocles|The Thebian Plays (King Oedipus/Oedipus At Colonus/Antigone)
Soseki, Natsume|Kokoro
Soueif, Ahdaf|I Think Of You
Spark, Muriel|The Bachelors
Spark, Muriel|The Ballad Of Peckham Rye
Spark, Muriel|The Driver's Seat
Spark, Muriel|The Only Problem
Spark, Muriel|The Prime Of Miss Jean Brodie
Spark, Muriel|The Snobs
Spinoza|On The Improvement Of The Understanding/The Ethics/Correspondence
Staikos, Anderas|Les Liasons Cullinaires
Stead, Christina|Cotter's England
Stead, Christina|For Love Alone
Stead, Christina|I'm Dying Laughing
Stead, Christina|Letty Fox Her Luck
Stead, Christina|The Salzburg Tales
Stein, Gertrude|Three Lives (Q.E.D.)
Stein, Leo|Journey Into The Self
Steinbeck, Cannery Row
Steinbeck, John|Grapes Of Wrath
Steinbeck, John|In Dubious Battle
Steinbeck, John|The Long Valley
Steinbeck, John|The Pearl
Steiner, George|Anno Domini
Stendhal|Armance
Stendhal|The Charterhouse Of Parma
Stendhal|Lucien Leuwen Book I: The Green Huntsman
Stendhal|Lucien Leuwen Book II: The Telegraph
Stevenson, Robert Louis|Dr. Jekyll And Mr. Hyde
Stoppard, Tom|Plays 1
Stoppard, Tom|The Real Thing
Stoppard, Tom|Rosencrantz And Guildenstern Are Dead
Stoppard, Tom|Travesties
Stout, Rex|And Be A Villain
Stout, Rex|Before Midnight
Stout, Rex|Black Orchids
Stout, Rex|Death Of A Boy
Stout, Rex|Death Of A Doxy
Stout, Rex|Fer-De-Lance
Stout, Rex|The Golden Spiders
Stout, Rex|Over My Dead Body
Stout, Rex|Red Threads
Stout, Rex|The Silent Speaker
Stridenberg, August|Plays: One (The Father/Miss Julie/The Ghost Sonata)
Suzuki, David|The Legacy
Svevo, Italo|As A Man Grows Older
Svevo, Italo|Confessions Of Zeno
Synge, J.M.|The Complete Plays
Synge, J.M.|Plays, Poems and Prose
Swift, Graham|Last Orders
Swift, Jonathan|Gulliver's Travels
Tanizaki, Junichiro|In Praise Of Shadows
Tanizaki, Junichiro|The Key
Tanizaki, Junichiro|The Makioka Sisters
Tanizaki, Junichiro|Some Prefer Nettles
Temple, Peter|The Broken Shore
Temple, Peter|Shooting Star
Temple, Peter|Truth
Tennyson, Alfred Lord|Selected Poems
St. Teresa|The Life Of Saint Teresa
Thackeray, William|Vanity Fair
Thomas, Dylan|Collected Poems 1934-1952
Thomas, Dylan|The Poems
Thomas, Dylan|Poet In The Making: The Notebooks Of
Thomas, Dylan|Under Milk Wood
Thompson, John|The Penguin Book Of Modern Australian Verse
Toibin, Colm|The Heather Blazing
Toibin, Colm|The Master
Toibin, Colm|The Story Of The Night
Tolkien, J.R.R.|The Hobbit
Tolstoy, Leo|Anna Karenina
Tolstoy, Leo|The Death Of Ivan Ilyich
Tolstoy, Leo|War And Peace
Trollope, Anthony|Barchester Towers
Tsiolkas, Christos|The Slap
Tucholsky, Kurt|Rheinsberg (German)
Turgenev, Ivan|Fathers And Sons/Liza
Turgenev, Ivan|First Love and A Fire At Sea
Turgenev, Ivan|On The Eve
Updike, John|Seek My Face
Van Der Post, Laurens|Flamingo Feather
Van Der Post, Laurens|The Hunter And The Whale
Van Der Post, Laurens|The Seed And The Sower
Van Der Post, Laurens|The Voice Of Thunder
Vargas Llosa, Mario|A Fish In The Water
Vargas Llosa, Mario|In Praise Of The Stepmother
Vargas Llosa, Mario|The Notebooks Of Don Rigoberto
Vargas Llosa, Mario|The Way To Paradise
Verne, Jules|Journey To The Centre Of The Earth
Vidal, Gore|Williwaw
Voltaire|Candide and Other Stories (Micromegas/Zadig/The Ingenu/The White Bull)
Vonnegut, Kurt|Timequake
Wagner, Richard|The Diary Of Richard Wagner 1865-1882
Waite, A.E.|The Holy Kabbalah
Walpole, Hugh|Rogue Herries
Warner, Rex|The Aerodrome
Watson, Don|Death Sentence
Watson, Don|Recollections Of A Bleeding Heart
Watson, Don|Weasel Words
Waugh, Evelyn|A Handful Of Dust
Waugh, Evelyn|The Loved One
Waugh, Evelyn|Waugh In Abyssinia
Wells, H.G.|The History Of Mr. Polly/The Wonderful Visit
Wells, H.G.|Kipps
Wharton, Edith|The Age Of Innocence
Wharton, Edith|The Fruit Of The Tree
Wharton, William|Scumbler
White, Patrick|The Aunt's Story
White, Patrick|Big Toys
White, Patrick|The Burnt Ones
White, Patrick|Collected Plays Volume I
White, Patrick|Letters
White, Patrick|The Twyborn Affair
White, Patrick|The Vivisetor
White, Patrick|Voss
Whitman, Walt|A Choice Of Whitman's Verse
Wilde, Oscar|The Plays Of Oscar Wilde
Wilde, Oscar|Poems, Essays, Letters
Wilde, Oscar|Stories
Wilder, Thornton|The Bridge Of San Luis Rey
Wilder, Thornton|The Ides Of March
Wilder, Thornton|Our Town/The Skin Of Our Teeth/The Matchmaker
Williams, Tennessee|Sweet Bird Of Youth/A Streetcar Named Desire/The Glass Menagerie
Williamson, David|The Club
Williamson, David|The Department
Williamson, David|Emerald City
Willis, George|The Philosophy Of Speech
Winton, Tim|Breath
Winton, Tim|Cloudstreet
Winton, Tim|Dirt Music
Winton, Tim|The Riders
Winton, Tim|That Eye, The Sky
Winton, Tim|The Turning
Wodehouse, P.G.|Spring Fever
Wodehouse, P.G.|Uneasy Money
Wodehouse, P.G.|Young Men In Spats
Woledge, Brian|The Penguin Book Of French Verse
Womersley, Chris|Bereft
Woolf, Virgina|Collected Essays: II
Woolf, Virgina|Collected Essays: IV
Woolf, Virgina|Orlando
Woolf, Virgina|A Room Of One's Own
Woolf, Virgina|Three Guineas
Woolf, Virgina|To The Lighthouse
Wordsworth, William|The Prelude
Wordsworth, William|William Wordsworth
Yang, Xainyi|Poetry And Prose Of The Han, Wei and Six Dynasties
Yang, Xainyi|Poetry And Prose Of The Tang And Song
Yeats, Richard|The Easter Parade
Yeats, W.B.|Essays And Introductions
Yeats, W.B.|The Oxford Book of Modern Verse 1892-1935
Yeats, W.B.|Poems, Selected
Yeats, W.B.|Selected Plays
Yu, Charles|Third Class Superhero
Zafon, Carlos Ruiz|The Shadow Of The Wind
Zola, Emile|Germinal
Zusak, Markus|The Book Thief

Miscellaneous
Bhagavad Gita (English,German)
I Ching (Trans. John Blofeld)
The Kama Sutra Of Vatsyayana
The Koran
Noble Prize Library: Faulkner/O'Neill/Steinbeck
Pearl/Cleanness/Patience/Sir Gawain And The Green Knight
The Sagas Of The Icelanders
Short Stories From The New Yorker
Sir Gawain And The Green Knight
Tao Te Ching
Tao Te Ching (Trans. Chu Ta-Kao)
The Yellow Emperor's Classic Of Medicine
